Period Number,Value,Date
1632,3732.19287109375,2016-07-05
1633,3645.663818359375,2016-07-06
1634,3469.163818359375,2016-07-07
1635,3353.58154296875,2016-07-08
1636,3249.616455078125,2016-07-09
1637,3390.048828125,2016-07-10
1638,3579.974365234375,2016-07-11
1639,3763.654052734375,2016-07-12
1640,3950.0205078125,2016-07-13
1641,4129.7216796875,2016-07-14
1642,4306.787109375,2016-07-15
1643,4481.01953125,2016-07-16
1644,4642.71337890625,2016-07-17
1645,4803.35986328125,2016-07-18
1646,4942.88232421875,2016-07-19
1647,5096.4814453125,2016-07-20
1648,5248.38427734375,2016-07-21
1649,5391.94140625,2016-07-22
1650,5492.64208984375,2016-07-23
1651,5548.28466796875,2016-07-24
1652,5569.099609375,2016-07-25
1653,5546.4375,2016-07-26
1654,5478.13330078125,2016-07-27
1655,5377.11865234375,2016-07-28
1656,5243.35986328125,2016-07-29
1657,5052.0302734375,2016-07-30
